Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Patrick Jones,Home Office,Telephones and Communication,2387.07
Eric Barreto,Consumer,Office Furnishings,2386.74
Katherine Ducich,Corporate,Telephones and Communication,2379.33
Corey Catlett,Home Office,Chairs & Chairmats,2379.15
Nathan Gelder,Home Office,Binders and Binder Accessories,2378.82
Rob Haberlin,Consumer,Storage & Organization,2378.43
Mitch Willingham,Corporate,Telephones and Communication,2377.28
Kelly Lampkin,Corporate,Telephones and Communication,2376.71
David Smith,Small Business,Computer Peripherals,2376.24
Anemone Ratner,Small Business,Binders and Binder Accessories,2373.6
Ben Ferrer,Corporate,Telephones and Communication,2368.17
Bruce Degenhardt,Home Office,Envelopes,2366.18
Anemone Ratner,Small Business,Storage & Organization,2365.97
Eileen Kiefer,Consumer,Office Machines,2365.43
Troy Staebel,Small Business,Envelopes,2361.81
Chuck Sachs,Consumer,Copiers and Fax,2361.1
Julia Barnett,Home Office,Appliances,2360.98
Vivek Grady,Home Office,Office Machines,2360.43
Penelope Sewall,Home Office,Telephones and Communication,2357.91
Corey Roper,Small Business,Bookcases,2357.45
Muhammed MacIntyre,Small Business,Paper,2356.53
Eva Jacobs,Home Office,Office Machines,2354.15
Darren Budd,Corporate,Computer Peripherals,2352.86
Eugene Hildebrand,Home Office,Appliances,2348.66
Barry Pond,Consumer,Binders and Binder Accessories,2346.97
Ross DeVincentis,Corporate,Storage & Organization,2343.86
Brendan Sweed,Consumer,Paper,2341.48
Robert Waldorf,Home Office,Tables,2340.5
Jim Karlsson,Small Business,Tables,2339.64
Melanie Page,Corporate,Paper,2339.52
Carl Weiss,Consumer,Binders and Binder Accessories,2333.06
Saphhira Shifley,Corporate,Telephones and Communication,2332.6
Charles Sheldon,Corporate,Telephones and Communication,2329.65
Meg O'Connel,Small Business,Storage & Organization,2329.4
Kelly Andreada,Home Office,Paper,2326.53
Steve Nguyen,Consumer,Telephones and Communication,2322.81
Brad Norvell,Corporate,Tables,2320.35
Bill Eplett,Corporate,Paper,2318.83
Kelly Williams,Corporate,Appliances,2317.65
Michelle Tran,Consumer,Storage & Organization,2315.11
Guy Thornton,Corporate,Office Furnishings,2315.09
Sung Pak,Small Business,Office Machines,2312.96
John Castell,Consumer,Binders and Binder Accessories,2303.9
Darren Budd,Consumer,Tables,2303.05
Paul Knutson,Corporate,Computer Peripherals,2302.36
Dana Kaydos,Corporate,Paper,2301.97
Nora Paige,Small Business,Computer Peripherals,2301.92
Benjamin Patterson,Corporate,Tables,2300.62
Eric Hoffmann,Small Business,Envelopes,2300.45
Lena Creighton,Home Office,Computer Peripherals,2296.76
Bill Donatelli,Corporate,Paper,2296.44
Seth Vernon,Home Office,Paper,2291.68
Harold Engle,Consumer,Paper,2289.92
Thomas Boland,Corporate,Office Machines,2287.1
Khloe Miller,Home Office,Bookcases,2285.12
Alex Avila,Home Office,Computer Peripherals,2284.89
Khloe Miller,Home Office,Paper,2284.02
Maria Bertelson,Home Office,Appliances,2282.26
Todd Boyes,Small Business,Paper,2278.74
Julie Creighton,Corporate,Telephones and Communication,2277.05
Vivek Grady,Corporate,Tables,2272.56
Ruben Dartt,Corporate,Telephones and Communication,2271.95
Bobby Trafton,Small Business,Appliances,2269.41
Saphhira Shifley,Consumer,Storage & Organization,2269.01
Tonja Turnell,Consumer,Bookcases,2268.91
Mary O'Rourke,Home Office,Office Furnishings,2265.84
Rob Haberlin,Consumer,Computer Peripherals,2262.1
Ricardo Emerson,Corporate,Office Furnishings,2257.75
Ritsa Hightower,Corporate,Telephones and Communication,2255.19
Andrew Roberts,Home Office,Telephones and Communication,2252.98
Ted Butterfield,Corporate,Telephones and Communication,2252.26
Nat Gilpin,Consumer,Telephones and Communication,2251.91
Rick Wilson,Corporate,Bookcases,2251.56
Julie Prescott,Home Office,Copiers and Fax,2249.05
George Zrebassa,Home Office,Paper,2248.84
Jennifer Ferguson,Corporate,Telephones and Communication,2245.69
Erin Creighton,Corporate,Pens & Art Supplies,2244.37
John Castell,Consumer,Office Furnishings,2239.52
Ritsa Hightower,Corporate,Chairs & Chairmats,2237.76
Cari Sayre,Home Office,Tables,2236.15
Jack O'Briant,Small Business,Telephones and Communication,2234.61
Ralph Arnett,Consumer,Storage & Organization,2232.06
Amy Cox,Corporate,Chairs & Chairmats,2230.97
Grace Kelly,Consumer,Telephones and Communication,2226.23
Lycoris Saunders,Home Office,Copiers and Fax,2222.61
Theone Pippenger,Corporate,Office Machines,2219.79
Carl Jackson,Home Office,Telephones and Communication,2219.76
Delfina Latchford,Small Business,Paper,2215.36
Alejandro Ballentine,Small Business,Office Furnishings,2213.92
Alan Hwang,Small Business,Telephones and Communication,2211.73
Erin Ashbrook,Consumer,Telephones and Communication,2206.99
Paul Knutson,Corporate,Office Machines,2205.84
Benjamin Venier,Small Business,Chairs & Chairmats,2202.45
Tracy Blumstein,Home Office,Storage & Organization,2201.75
Frank Hawley,Home Office,Chairs & Chairmats,2200.64
Alejandro Ballentine,Small Business,Telephones and Communication,2197.41
Shui Tom,Consumer,Chairs & Chairmats,2193.93
Becky Martin,Home Office,Appliances,2192.63
Dan Reichenbach,Corporate,Office Furnishings,2187.81
Bradley Talbott,Corporate,Tables,2185.61
Anemone Ratner,Small Business,Appliances,2182.91
Jeremy Lonsdale,Corporate,Appliances,2181.7
Craig Carroll,Corporate,Storage & Organization,2181.44
Anthony O'Donnell,Corporate,Appliances,2180.23
Sara Luxemburg,Small Business,Appliances,2175.22
Vivek Sundaresam,Home Office,Telephones and Communication,2175.22
Ross Baird,Corporate,Office Machines,2174.96
William Brown,Corporate,Bookcases,2173.26
Elizabeth Moffitt,Consumer,Telephones and Communication,2172.52
Rick Hansen,Corporate,Tables,2171.46
Jack O'Briant,Small Business,Tables,2170.61
Raymond Fair,Small Business,Telephones and Communication,2170.31
Robert Barroso,Small Business,Storage & Organization,2170.16
Hunter Lopez,Consumer,Paper,2169.49
Alex Grayson,Consumer,Paper,2168.38
Maureen Gastineau,Consumer,Pens & Art Supplies,2167.46
Trudy Schmidt,Small Business,Computer Peripherals,2165.87
Lena Hernandez,Home Office,Telephones and Communication,2162.82
Julia Barnett,Corporate,Paper,2162.02
Sean O'Donnell,Corporate,Pens & Art Supplies,2161.6
Jim Epp,Small Business,Chairs & Chairmats,2161.36
Pete Takahito,Corporate,Envelopes,2160.83
Tonja Turnell,Consumer,Paper,2158.41
Dennis Pardue,Small Business,Binders and Binder Accessories,2156.78
Jim Karlsson,Small Business,Office Machines,2151.08
Charles Sheldon,Corporate,Office Furnishings,2149.37
Trudy Brown,Small Business,Pens & Art Supplies,2138.66
Kristina Nunn,Consumer,Bookcases,2137.1
Katherine Hughes,Consumer,Copiers and Fax,2136.93
Eudokia Martin,Home Office,Binders and Binder Accessories,2135.19
Christina Vanderzanden,Small Business,Computer Peripherals,2132.91
Jack Lebron,Corporate,Office Furnishings,2132.91
Bill Donatelli,Corporate,Telephones and Communication,2131.67
Michael Dominguez,Home Office,Chairs & Chairmats,2130.66
Peter Fuller,Consumer,Chairs & Chairmats,2130.22
Matthew Grinstein,Small Business,Computer Peripherals,2118.94
Penelope Sewall,Home Office,Paper,2118.86
Dave Brooks,Corporate,Storage & Organization,2118.26
Bradley Drucker,Small Business,Binders and Binder Accessories,2116.7
Michelle Huthwaite,Home Office,Appliances,2116.2
Ionia McGrath,Home Office,Computer Peripherals,2114.98
Helen Andreada,Corporate,Office Machines,2110.81
Barry Gonzalez,Consumer,Office Machines,2110.37
Nora Price,Home Office,Office Furnishings,2108.21
Toby Carlisle,Home Office,Telephones and Communication,2104.99
Mathew Reese,Small Business,Envelopes,2103.71
Gene Hale,Consumer,Chairs & Chairmats,2102.65
Lindsay Castell,Corporate,Appliances,2101.59
Becky Castell,Consumer,Office Furnishings,2098.18
Mark Cousins,Home Office,Tables,2097.94
Cyma Kinney,Small Business,Pens & Art Supplies,2095.7
Ralph Kennedy,Corporate,Telephones and Communication,2094.81
Christine Abelman,Corporate,Paper,2093.11
Xylona Price,Corporate,Office Furnishings,2091.61
George Ashbrook,Small Business,Chairs & Chairmats,2084.96
Harold Engle,Home Office,Telephones and Communication,2083.05
Anemone Ratner,Small Business,Telephones and Communication,2077.19
Tanja Norvell,Consumer,Telephones and Communication,2073.81
Helen Abelman,Home Office,Telephones and Communication,2071.34
Evan Henry,Corporate,Storage & Organization,2066.63
Tom Stivers,Corporate,Binders and Binder Accessories,2066.05
Noel Staavos,Home Office,Computer Peripherals,2062.46
Beth Paige,Consumer,Telephones and Communication,2062.19
Ionia McGrath,Small Business,Paper,2060.25
Jack Garza,Corporate,Computer Peripherals,2057.55
Michelle Ellison,Consumer,Office Machines,2055.97
Dave Poirier,Small Business,Office Machines,2052.83
Nona Balk,Corporate,Tables,2050.71
Anthony Rawles,Small Business,Computer Peripherals,2049.56
Ed Ludwig,Consumer,Computer Peripherals,2047.58
Tony Sayre,Home Office,Office Furnishings,2047.4
Maureen Fritzler,Corporate,Telephones and Communication,2044.28
Tanja Norvell,Corporate,Paper,2040.39
Bryan Davis,Corporate,Storage & Organization,2039.56
Jamie Frazer,Small Business,Chairs & Chairmats,2039.33
Guy Armstrong,Corporate,Telephones and Communication,2039.08
Giulietta Dortch,Small Business,Copiers and Fax,2036.97
Kristina Nunn,Consumer,Computer Peripherals,2035.9
Stephanie Ulpright,Consumer,Telephones and Communication,2033.92
Maribeth Yedwab,Home Office,Telephones and Communication,2032.48
Meg O'Connel,Corporate,Appliances,2031.88
Don Weiss,Corporate,Office Furnishings,2031.47
Sung Shariari,Corporate,Pens & Art Supplies,2028.28
Sam Craven,Home Office,Storage & Organization,2027.84
Alan Hwang,Corporate,Office Machines,2027.55
Brendan Murry,Corporate,Envelopes,2026.42
Carlos Meador,Corporate,Chairs & Chairmats,2026.05
Grant Donatelli,Consumer,Office Furnishings,2026.01
Roland Fjeld,Corporate,Computer Peripherals,2020.05
Denny Joy,Corporate,Computer Peripherals,2018.68
Anthony O'Donnell,Consumer,Office Furnishings,2015.66
Vivek Grady,Home Office,Storage & Organization,2014.13
Allen Armold,Home Office,Office Machines,2013.8
Shirley Jackson,Corporate,Office Furnishings,2012.14
Bart Watters,Corporate,Telephones and Communication,2011.64
Bobby Trafton,Corporate,Office Furnishings,2011.46
Chris Cortes,Consumer,Telephones and Communication,2009.89
Brenda Bowman,Small Business,Tables,2009.05
Bryan Spruell,Home Office,Appliances,2007.24
Andy Gerbode,Consumer,Telephones and Communication,2007.04
Alan Barnes,Corporate,Computer Peripherals,2005.65
Ritsa Hightower,Corporate,Computer Peripherals,2004.6
John Dryer,Corporate,Binders and Binder Accessories,2004.12
Liz Willingham,Corporate,Bookcases,2002.4
Katrina Willman,Consumer,Office Furnishings,2001.03
Christopher Conant,Home Office,Office Machines,1996.16
Cynthia Arntzen,Small Business,Paper,1996.16
Anthony Witt,Corporate,Bookcases,1992.45
Ionia McGrath,Home Office,Appliances,1991.26
Lauren Leatherbury,Corporate,Telephones and Communication,1990.76
Karen Ferguson,Home Office,Telephones and Communication,1985.69
Tracy Zic,Consumer,Binders and Binder Accessories,1984.95
Naresj Patel,Corporate,Paper,1982.16
James Galang,Consumer,Binders and Binder Accessories,1979.36
Ellis Ballard,Corporate,Telephones and Communication,1978.37
Giulietta Weimer,Corporate,Computer Peripherals,1977.07
Patrick O'Brill,Home Office,Telephones and Communication,1976.39
Denise Monton,Home Office,Binders and Binder Accessories,1976.1
Adam Bellavance,Small Business,Storage & Organization,1974.66
Liz Carlisle,Corporate,Telephones and Communication,1972.88
Erica Hernandez,Small Business,Bookcases,1971.56
Alejandro Ballentine,Small Business,Storage & Organization,1969.84
Jesus Ocampo,Small Business,Pens & Art Supplies,1968.47
Matt Connell,Corporate,Office Furnishings,1967.8
Guy Armstrong,Corporate,Tables,1961.68
Robert Barroso,Small Business,Appliances,1959.43
Sung Pak,Small Business,Telephones and Communication,1954.8
Brad Thomas,Home Office,Pens & Art Supplies,1951.27
Bobby Trafton,Corporate,Telephones and Communication,1947.43
Phillip Flathmann,Small Business,Binders and Binder Accessories,1946.64
Lindsay Shagiari,Home Office,Office Machines,1946.55
Tom Prescott,Small Business,Tables,1940.32
Julia Dunbar,Consumer,Tables,1940.31
Thomas Thornton,Consumer,Appliances,1939.66
Ricardo Block,Corporate,Chairs & Chairmats,1939.65
Annie Thurman,Home Office,Binders and Binder Accessories,1935.25
James Galang,Consumer,Appliances,1935.17
Rob Dowd,Corporate,Bookcases,1935.1
Brian Dahlen,Small Business,Chairs & Chairmats,1932.97
Thea Hudgings,Consumer,Office Furnishings,1932.58
Mitch Willingham,Corporate,Appliances,1929.19
Dean Percer,Home Office,Telephones and Communication,1926.43
Dave Poirier,Small Business,Computer Peripherals,1917.27
Kelly Lampkin,Corporate,Storage & Organization,1914.65
Keith Herrera,Small Business,Office Machines,1914.16
Rick Hansen,Home Office,Bookcases,1907.71
Keith Dawkins,Home Office,Office Machines,1901.69
Beth Fritzler,Small Business,Office Furnishings,1901.29
Darren Powers,Corporate,Office Machines,1900.47
Erica Hernandez,Small Business,Telephones and Communication,1900.23
Lena Creighton,Home Office,Office Furnishings,1899.44
Tracy Collins,Consumer,Pens & Art Supplies,1897.26
Jay Fine,Consumer,Computer Peripherals,1895.55
Logan Haushalter,Corporate,Telephones and Communication,1894.51
Cari Sayre,Home Office,Telephones and Communication,1894.17
Tony Chapman,Consumer,Binders and Binder Accessories,1893.29
Troy Staebel,Small Business,Computer Peripherals,1891.32
Jim Mitchum,Consumer,Computer Peripherals,1890.63
Sally Knutson,Corporate,Pens & Art Supplies,1889.04
Tamara Willingham,Corporate,Office Furnishings,1888.25
Denise Monton,Home Office,Envelopes,1887.34
Michael Kennedy,Corporate,Appliances,1883.82
Matt Abelman,Home Office,Computer Peripherals,1880.8
Philip Brown,Corporate,Office Furnishings,1880.09
Vicky Freymann,Home Office,Computer Peripherals,1880.03
Raymond Book,Consumer,Binders and Binder Accessories,1876.25
Sally Knutson,Corporate,Appliances,1873.96
Valerie Dominguez,Corporate,Appliances,1871.44
Art Miller,Corporate,Office Furnishings,1870.49
Aleksandra Gannaway,Corporate,Storage & Organization,1868.83
Christine Abelman,Corporate,Office Furnishings,1868.7
Suzanne McNair,Small Business,Appliances,1866.12
Alex Avila,Home Office,Chairs & Chairmats,1865.94
Gary Hwang,Home Office,Office Furnishings,1863.75
Erica Hackney,Small Business,Paper,1860.36
Craig Carroll,Corporate,Paper,1857.18
Filia McAdams,Small Business,Telephones and Communication,1856.97
Clytie Kelty,Small Business,Office Furnishings,1856.91
Dianna Wilson,Small Business,Computer Peripherals,1854.94
Mike Kennedy,Corporate,Paper,1854.62
Andy Yotov,Corporate,Bookcases,1851.62
James Galang,Consumer,Tables,1848.52
Alan Hwang,Small Business,Office Furnishings,1846.76
Rob Beeghly,Consumer,Appliances,1846.2
Joseph Holt,Home Office,Computer Peripherals,1841.6
Michael Kennedy,Corporate,Paper,1840.65
Allen Armold,Home Office,Computer Peripherals,1839.53
Cynthia Voltz,Corporate,Tables,1839.45
Frank Merwin,Consumer,Computer Peripherals,1838.19
Chad Sievert,Corporate,Binders and Binder Accessories,1838.15
Julia Barnett,Corporate,Office Furnishings,1837.94
Thomas Seio,Home Office,Bookcases,1837.44
Nora Paige,Small Business,Pens & Art Supplies,1837.15
Bradley Drucker,Small Business,Paper,1836.81
Michelle Arnett,Home Office,Appliances,1836.06
Liz Willingham,Home Office,Office Furnishings,1835.84
Tamara Manning,Corporate,Telephones and Communication,1829.87
Michael Grace,Corporate,Storage & Organization,1829.76
Lauren Leatherbury,Home Office,Storage & Organization,1828.31
Daniel Raglin,Corporate,Bookcases,1823.04
Andrew Roberts,Home Office,Office Furnishings,1823.02
Herbert Flentye,Small Business,Tables,1822.83
Troy Blackwell,Home Office,Paper,1822.19
Arthur Prichep,Home Office,Office Furnishings,1818.76
Sean O'Donnell,Corporate,Binders and Binder Accessories,1818.59
Muhammed MacIntyre,Small Business,Computer Peripherals,1817.88
Neola Schneider,Home Office,Office Furnishings,1815.49
David Philippe,Consumer,Office Furnishings,1815.15
Gary Zandusky,Home Office,Bookcases,1814.82
Eugene Moren,Home Office,Office Machines,1813.04
Barry Blumstein,Small Business,Appliances,1811.55
Sarah Foster,Corporate,Appliances,1811.3
James Galang,Consumer,Computer Peripherals,1810.73
Muhammed MacIntyre,Small Business,Chairs & Chairmats,1810.67
Bill Overfelt,Corporate,Storage & Organization,1809.21
